geneid	chr	s1	s2
ANKIB1|54467	chr7	91875548	92030698
ANKK1|255239	chr11	113258513	113271139
ANKLE1|126549	chr19	17392454	17398454
ANKLE2|23141	chr12	133302254	133338451
ANKMY1|51281	chr2	241418839	241500275
ANKMY2|57037	chr7	16639413	16685398
ANKRA2|57763	chr5	72848163	72861498
ANKRD10|55608	chr13	111530888	111567416
ANKRD11|29123	chr16	89334035	89556969
ANKRD12|23253	chr18	9136758	9285206
ANKRD13A|88455	chr12	110436991	110477233
ANKRD13B|124930	chr17	27916801	27941778
ANKRD13C|81573	chr1	70724686	70820417
ANKRD13D|338692	chr11	67056819	67069954
ANKRD16|54522	chr10	5903691	5931860
ANKRD17|26057	chr4	73940503	74124502
ANKRD19|138649	chr9	95571893	95650973
ANKRD1|27063	chr10	92671857	92681032
ANKRD20A3|441425	chr9	42368303	42411861
ANKRD20A4|728747	chr9	69381981	69425108
ANKRD20B|729171	chr2	95426675	95522820
ANKRD22|118932	chr10	90579661	90611732
ANKRD23|200539	chr2	97503652	97509758
ANKRD24|170961	chr19	4183351	4224811
ANKRD26P1|124149	chr16	46503249	46603009
ANKRD26|22852	chr10	27293045	27389427
ANKRD27|84079	chr19	33087907	33166102
ANKRD28|23243	chr3	15708744	15901053
ANKRD29|147463	chr18	21179980	21242849
ANKRD2|26287	chr10	99332256	99343639
ANKRD30A|91074	chr10	37414785	37521495
ANKRD30B|374860	chr18	14748239	14852737
ANKRD31|256006	chr5	74443062	74532703
ANKRD32|84250	chr5	93954391	94031571
ANKRD33|341405	chr12	52281793	52285504
ANKRD34A|284615	chr1	145470508	145475647
ANKRD34B|340120	chr5	79852575	79866098
ANKRD34C|390616	chr15	79575146	79590580
ANKRD35|148741	chr1	145549209	145568526
ANKRD36BP1|84832	chr1	168214821	168216668
ANKRD36B|57730	chr2	98109130	98206428
ANKRD36|375248	chr2	97779233	97930255
ANKRD37|353322	chr4	186317840	186321780
ANKRD39|51239	chr2	97513731	97523756
ANKRD40|91369	chr17	48770552	48785270
ANKRD42|338699	chr11	82905291	82967042
ANKRD43|134548	chr5	132149033	132152488
ANKRD44|91526	chr2	197831743	198175495
ANKRD45|339416	chr1	173577475	173639001
ANKRD46|157567	chr8	101521987	101572012
ANKRD49|54851	chr11	94227153	94232740
ANKRD50|57182	chr4	125585468	125633887
ANKRD52|283373	chr12	56631592	56652143
ANKRD53|79998	chr2	71205575	71212628
ANKRD54|129138	chr22	38226863	38240303
ANKRD55|79722	chr5	55395508	55529186
ANKRD56|345079	chr4	77816083	77819002
ANKRD57|65124	chr2	110371911	110376563
ANKRD58|347454	chr23	118892576	118894164
ANKRD5|63926	chr20	10015697	10037405
ANKRD6|22881	chr6	90142897	90343402
ANKRD7|56311	chr7	117864712	117882782
ANKRD9|122416	chr14	102973198	102976128
ANKS1A|23294	chr6	34857038	35085319
ANKS1B|56899	chr12	99129071	100378432
ANKS3|124401	chr16	4746513	4784250
ANKS4B|257629	chr16	21245016	21263750
ANKS6|203286	chr9	101494292	101558794
ANKZF1|55139	chr2	220094479	220101390
ANLN|54443	chr7	36429432	36493398
ANO10|55129	chr3	43407819	43663560
ANO1|55107	chr11	69924408	70035649
ANO2|57101	chr12	5671817	6055398
ANO3|63982	chr11	26210829	26684835
ANO4|121601	chr12	101111304	101522419
ANO5|203859	chr11	22214722	22304913
ANO6|196527	chr12	45609770	45834187
ANO7|50636	chr2	242127924	242164791
ANO8|57719	chr19	17434032	17445638
ANO9|338440	chr11	417930	442011
ANP32A|8125	chr15	69070877	69113261
ANP32B|10541	chr9	100745489	100778222
ANP32C|23520	chr4	165118160	165118863
ANP32D|23519	chr12	48866448	48866842
ANP32E|81611	chr1	150190718	150208504
ANPEP|290	chr15	90328127	90358072
ANTXR1|84168	chr2	69240276	69476457
ANTXR2|118429	chr4	80822773	80994477
ANTXRL|195977	chr10	47658234	47701446
ANUBL1|93550	chr10	46111040	46168251
ANXA10|11199	chr4	169013707	169108891
ANXA11|311	chr10	81914880	81965433
ANXA13|312	chr8	124693035	124749647
ANXA1|301	chr9	75766781	75785307
ANXA2P1|303	chr4	154228621	154229963
ANXA2P2|304	chr9	33624223	33625530
ANXA2P3|305	chr10	66585285	66586634
ANXA2|302	chr15	60639351	60690185
ANXA3|306	chr4	79472742	79531602
ANXA4|307	chr2	69969127	70053594
ANXA5|308	chr4	122589153	122618147
ANXA6|309	chr5	150480268	150537367
ANXA7|310	chr10	75135189	75173841
ANXA8L1|728113	chr10	47158760	47168730
ANXA8L2|244	chr10	47746920	47770843
ANXA8|653145	chr10	48255225	48279171
ANXA9|8416	chr1	150954499	150968114
AOAH|313	chr7	36552610	36764153
AOC2|314	chr17	40996609	41002722
AOC3|8639	chr17	41003201	41010138
AOX1|316	chr2	201450731	201536215
AOX2P|344454	chr2	201635395	201658962
AP1AR|55435	chr4	113152895	113191209
AP1B1|162	chr22	29723671	29784569
AP1G1|164	chr16	71762907	71842976
AP1G2|8906	chr14	24028777	24037279
AP1M1|8907	chr19	16308665	16346156
AP1M2|10053	chr19	10683348	10697991
AP1S1|1174	chr7	100797686	100804556
AP1S2|8905	chr23	15843930	15873100
AP1S3|130340	chr2	224620048	224702319
AP2A1|160	chr19	50270180	50310367
AP2A2|161	chr11	925841	1012239
AP2B1|163	chr17	33914282	34053433
AP2M1|1173	chr3	183892634	183901878
AP2S1|1175	chr19	47341423	47354203
AP3B1|8546	chr5	77298151	77590528
AP3B2|8120	chr15	83328034	83378635
AP3D1|8943	chr19	2100994	2151556
AP3M1|26985	chr10	75880016	75910826
AP3M2|10947	chr8	42010464	42028702
AP3S1|1176	chr5	115177619	115249776
AP3S2|10239	chr15	90373832	90456222
AP4B1|10717	chr1	114437677	114447741
AP4E1|23431	chr15	51200946	51298097
AP4M1|9179	chr7	99699130	99707941
AP4S1|11154	chr14	31494683	31562634
APAF1|317	chr12	99039078	99129204
APBA1|320	chr9	72042449	72287275
APBA2|321	chr15	29131168	29410514
APBA3|9546	chr19	3750771	3761673
APBB1IP|54518	chr10	26727266	26856730
APBB1|322	chr11	6416355	6440644
APBB2|323	chr4	40812045	41216635
APBB3|10307	chr5	139937853	139944189
APC2|10297	chr19	1450148	1473243
APCDD1L|164284	chr20	57034426	57089949
APCDD1|147495	chr18	10454625	10488697
APCS|325	chr1	159557616	159558660
APC|324	chr5	112043218	112181935
APEH|327	chr3	49711435	49720933
APEX1|328	chr14	20923290	20925925
APEX2|27301	chr23	55026780	55034211
APH1A|51107	chr1	150237799	150241532
APH1B|83464	chr15	63569749	63601324
API5|8539	chr11	43333505	43366080
APIP|51074	chr11	34896714	34937939
APITD1|378708	chr1	10490159	10512208
APLF|200558	chr2	68694691	68857856
APLNR|187	chr11	57001054	57004927
APLN|8862	chr23	128779326	128788914
APLP1|333	chr19	36359138	36370698
APLP2|334	chr11	129939716	130014705
APOA1BP|128240	chr1	156561558	156566601
APOA1|335	chr11	116706469	116708338
APOA2|336	chr1	161192083	161193418
APOA4|337	chr11	116691418	116694011
APOA5|116519	chr11	116660087	116663136
APOB48R|55911	chr16	28505993	28510282
APOBEC1|339	chr12	7801997	7824788
APOBEC2|10930	chr6	41020940	41032629
APOBEC3A|200315	chr22	39353527	39388783
APOBEC3B|9582	chr22	39378405	39388783
APOBEC3C|27350	chr22	39410265	39414823
APOBEC3D|140564	chr22	39378405	39429255
APOBEC3F|200316	chr22	39436673	39451973
APOBEC3G|60489	chr22	39473025	39483747
APOBEC3H|164668	chr22	39493290	39500070
APOBEC4|403314	chr1	183615418	183622448
APOB|338	chr2	21224302	21266945
APOC1P1|342	chr19	45430061	45434281
APOC1|341	chr19	45417577	45422606
APOC2|344	chr19	45449243	45452817
APOC3|345	chr11	116700624	116703787
APOC4|346	chr19	45445495	45448751
APOD|347	chr3	195295573	195311076
APOE|348	chr19	45409039	45412649
APOF|319	chr12	56754355	56756583
APOH|350	chr17	64208148	64225556
APOL1|8542	chr22	36649117	36663576
APOL2|23780	chr22	36622256	36636000
APOL3|80833	chr22	36536372	36562225
APOL4|80832	chr22	36585178	36600879
APOL5|80831	chr22	36113919	36125527
APOL6|80830	chr22	36044424	36064455
APOLD1|81575	chr12	12878851	12944397
APOM|55937	chr6	31620221	31625986
APOOL|139322	chr23	84258905	84344972
APOO|79135	chr23	23851481	23926050
APPBP2|10513	chr17	58520520	58603580
APPL1|26060	chr3	57261765	57307496
APPL2|55198	chr12	105567075	105630008
APP|351	chr21	27252862	27543446
APRT|353	chr16	88875879	88878342
APTX|54840	chr9	32972609	33025110
AQP10|89872	chr1	154293592	154297800
AQP11|282679	chr11	77300436	77320691
AQP12A|375318	chr2	241631262	241637899
AQP12B|653437	chr2	241615836	241622323
AQP1|358	chr7	30893010	30965131
AQP2|359	chr12	50344524	50352662
AQP3|360	chr9	33441154	33447590
AQP4|361	chr18	24432010	24445716
AQP5|362	chr12	50355279	50359461
AQP6|363	chr12	50360977	50370922
AQP7P1|375719	chr9	67254267	67289492
AQP7P3|441432	chr9	42858152	42893135
AQP7|364	chr9	33384949	33402517
AQP8|343	chr16	25228285	25240252
AQP9|366	chr15	58430395	58478110
AQPEP|206338	chr5	115298151	115363298
AQR|9716	chr15	35148553	35261995
ARAF|369	chr23	47420578	47431319
ARAP1|116985	chr11	72396115	72504750
ARAP2|116984	chr4	35949844	36245979
ARAP3|64411	chr5	141032969	141061800
ARCN1|372	chr11	118443102	118473745
ARC|23237	chr8	143692410	143695833
AREG|374	chr4	75310853	75480631
ARF1|375	chr1	228270361	228286912
ARF3|377	chr12	49329992	49351252
ARF4|378	chr3	57557092	57583215
ARF5|381	chr7	127228517	127231752
ARF6|382	chr14	50359736	50363771
ARFGAP1|55738	chr20	61904165	61921141
ARFGAP2|84364	chr11	47185854	47198419
ARFGAP3|26286	chr22	43192532	43253408
ARFGEF1|10565	chr8	68085747	68255912
ARFGEF2|10564	chr20	47538275	47653229
ARFIP1|27236	chr4	153701112	153833061
ARFIP2|23647	chr11	6496928	6502595
ARFRP1|10139	chr20	62329996	62339355
ARG1|383	chr6	131894365	131905468
ARG2|384	chr14	68086579	68118434
ARGFXP2|503640	chr17	30477389	30478590
ARGFX|503582	chr3	121286778	121309468
ARGLU1|55082	chr13	107195664	107220514
ARHGAP10|79658	chr4	148653453	148993926
ARHGAP11A|9824	chr15	32907345	32931868
ARHGAP11B|89839	chr15	30916697	30977809
ARHGAP12|94134	chr10	32095225	32217770
ARHGAP15|55843	chr2	143886899	144525920
ARHGAP17|55114	chr16	24930714	25026675
ARHGAP18|93663	chr6	129898241	130031370
ARHGAP19|84986	chr10	98912804	99052413
ARHGAP1|392	chr11	46698634	46722120
ARHGAP20|57569	chr11	110447766	110583912
ARHGAP21|57584	chr10	24872538	25012597
ARHGAP22|58504	chr10	49654080	49864310
ARHGAP23|57636	chr17	36613644	36668627
ARHGAP24|83478	chr4	86396284	86923822
ARHGAP25|9938	chr2	68906746	69053948
ARHGAP26|23092	chr5	142150292	142608571
ARHGAP27|201176	chr17	43471269	43503012
ARHGAP28|79822	chr18	6788493	6915710
ARHGAP29|9411	chr1	94615403	94740624
ARHGAP30|257106	chr1	161016733	161039760
ARHGAP31|57514	chr3	119013220	119138322
ARHGAP32|9743	chr11	128834956	129062093
ARHGAP33|115703	chr19	36266476	36279724
ARHGAP36|158763	chr23	130192216	130223856
ARHGAP39|80728	chr8	145754563	145911194
ARHGAP42|143872	chr11	100558407	100861656
ARHGAP4|393	chr23	153172831	153191698
ARHGAP5|394	chr14	32546189	32628932
ARHGAP6|395	chr23	11155663	11683821
ARHGAP8|23779	chr22	45148438	45258662
ARHGAP9|64333	chr12	57866039	57882597
ARHGDIA|396	chr17	79825598	79829238
ARHGDIB|397	chr12	15094950	15114562
ARHGDIG|398	chr16	330606	333003
ARHGEF10L|55160	chr1	17866330	18024369
ARHGEF10|9639	chr8	1772149	1906806
ARHGEF11|9826	chr1	156904633	157015162
ARHGEF12|23365	chr11	120207946	120360645
ARHGEF15|22899	chr17	8213590	8225828
ARHGEF16|27237	chr1	3371147	3397675
ARHGEF17|9828	chr11	73019663	73080424
ARHGEF18|23370	chr19	7447720	7537370
ARHGEF19|128272	chr1	16524599	16539104
ARHGEF1|9138	chr19	42387267	42434294
ARHGEF2|9181	chr1	155916630	155959864
ARHGEF33|100271715	chr2	39146589	39202591
ARHGEF35|445328	chr7	143883677	143892736
ARHGEF37|389337	chr5	148961135	149014527
ARHGEF38|54848	chr4	106473777	106552836
ARHGEF3|50650	chr3	56761446	57113336
ARHGEF4|50649	chr2	131672786	131804836
ARHGEF5|7984	chr7	144052489	144077724
ARHGEF6|9459	chr23	135747714	135863503
ARHGEF7|8874	chr13	111767624	111958080
ARHGEF9|23229	chr23	62854848	63005438
ARID1A|8289	chr1	27022522	27108601
ARID1B|57492	chr6	157099086	157530401
ARID2|196528	chr12	46123620	46301819
ARID3A|1820	chr19	926037	972791
ARID3B|10620	chr15	74833548	74890470
ARID3C|138715	chr9	34621456	34628011
ARID4A|5926	chr14	58765222	58840448
ARID4B|51742	chr1	235294499	235491532
ARID5A|10865	chr2	97202464	97218370
ARID5B|84159	chr10	63661443	63856703
ARIH1|25820	chr15	72766667	72878895
ARIH2|10425	chr3	48956281	49022969
ARL10|285598	chr5	175792502	175800503
ARL11|115761	chr13	50202624	50207731
ARL13A|392509	chr23	100224697	100245818
ARL13B|200894	chr3	93698982	93774121
ARL14|80117	chr3	160394948	160396233
ARL15|54622	chr5	53180614	53606403
ARL16|339231	chr17	79648234	79650954
ARL17A|51326	chr17	44376501	44439163
ARL17B|641522	chr17	44363863	44417140
ARL1|400	chr12	101786923	101801572
ARL2BP|23568	chr16	57279038	57287545
ARL2|402	chr11	64781586	64789655
ARL3|403	chr10	104433490	104474190
ARL4A|10124	chr7	12726481	12730556
ARL4C|10123	chr2	235401688	235405693
ARL4D|379	chr17	41476353	41478503
ARL5A|26225	chr2	152645593	152685009
ARL5B|221079	chr10	18948313	18966940
ARL5C|390790	chr17	37313148	37323318
ARL6IP1|23204	chr16	18802991	18812857
ARL6IP4|51329	chr12	123464880	123467461
ARL6IP5|10550	chr3	69134090	69155237
ARL6IP6|151188	chr2	153574423	153617767
ARL6|84100	chr3	97483595	97519951
ARL8A|127829	chr1	202101977	202113866
ARL8B|55207	chr3	5163930	5222599
ARL9|132946	chr4	57371375	57390058
ARMC10|83787	chr7	102715328	102740205
ARMC1|55156	chr8	66515072	66546432
ARMC2|84071	chr6	109169619	109295350
ARMC3|219681	chr10	23216954	23326512
ARMC4|55130	chr10	28101099	28287977
ARMC5|79798	chr16	31469594	31478487
ARMC6|93436	chr19	19144471	19170310
ARMC7|79637	chr17	73106082	73126360
ARMC8|25852	chr3	137906148	138016219
ARMC9|80210	chr2	232063342	232238606
ARMCX1|51309	chr23	100805514	100809673
ARMCX2|9823	chr23	100910268	100914863
ARMCX3|51566	chr23	100878120	100882831
ARMCX5|64860	chr23	101854096	101859083
ARMCX6|54470	chr23	100870114	100872991
ARMS2|387715	chr10	124214179	124216867
ARNT2|9915	chr15	80696692	80890272
ARNTL2|56938	chr12	27485853	27573466
ARNTL|406	chr11	13299325	13408810
ARNT|405	chr1	150782186	150849186
ARPC1A|10552	chr7	98923510	98985884
ARPC1B|10095	chr7	98972329	98992402
ARPC2|10109	chr2	219081874	219119070
ARPC3|10094	chr12	110872707	110888158
ARPC4|10093	chr3	9834227	9896822
ARPC5L|81873	chr9	127626267	127639695
ARPC5|10092	chr1	183595333	183604985
ARPM1|84517	chr3	169484713	169487683
ARPP19|10776	chr15	52839432	52861364
ARPP21|10777	chr3	35681081	35835987
ARR3|407	chr23	69488185	69501690
ARRB1|408	chr11	74976482	75062873
ARRB2|409	chr17	4613789	4624794
ARRDC1|92714	chr9	140500096	140509811
ARRDC2|27106	chr19	18111944	18124905
ARRDC3|57561	chr5	90664541	90679149
ARRDC4|91947	chr15	98462784	98517067
ARRDC5|645432	chr19	4890450	4902879
ARSA|410	chr22	51063450	51066607
ARSB|411	chr5	78073039	78282357
ARSD|414	chr23	2822012	2847392
ARSE|415	chr23	2852674	2886286
ARSF|416	chr23	2959512	3030747
ARSG|22901	chr17	66255323	66417000
ARSH|347527	chr23	2924654	2951425
ARSI|340075	chr5	149675909	149682525
ARSJ|79642	chr4	114821440	114900878
ARSK|153642	chr5	94890825	94940805
ART1|417	chr11	3666361	3685646
ART3|419	chr4	76932337	77033954
ART4|420	chr12	14982245	14996413
ART5|116969	chr11	3659736	3663546
ARTN|9048	chr1	44398992	44402911
ARV1|64801	chr1	231114823	231136471
ARVCF|421	chr22	19957421	20004309
ARX|170302	chr23	25021815	25034065
AR|367	chr23	66763874	66944119
AS3MT|57412	chr10	104613967	104661653
ASAH1|427	chr8	17913925	17942507
ASAH2B|653308	chr10	52499696	52514567
ASAH2|56624	chr10	51947002	52008370
ASAM|79827	chr11	122943035	123066007
ASAP1IT1|29065	chr8	131307601	131308779
ASAP1|50807	chr8	131064353	131414216
ASAP2|8853	chr2	9346894	9545812
ASAP3|55616	chr1	23755056	23811057
ASB10|136371	chr7	150872785	150884919
ASB11|140456	chr23	15301627	15333727
ASB12|142689	chr23	63444076	63450487
ASB13|79754	chr10	5680820	5708558
ASB14|142686	chr3	57302379	57326686
ASB15|142685	chr7	123241921	123277932
ASB16|92591	chr17	42248074	42256451
ASB17|127247	chr1	76384560	76398116
ASB18|401036	chr2	237103516	237172988
ASB1|51665	chr2	239335626	239360890
ASB2|51676	chr14	94400513	94443076
ASB3|51130	chr2	53897118	54087170
ASB4|51666	chr7	95115284	95167069
ASB5|140458	chr4	177134828	177190275
ASB6|140459	chr9	132396883	132404444
ASB7|140460	chr15	101142755	101191902
ASB8|140461	chr12	48541575	48551377
ASB9|140462	chr23	15262111	15288589
ASCC1|51008	chr10	73856278	73976892
ASCC2|84164	chr22	30184603	30234254
ASCC3|10973	chr6	100956609	101329224
ASCL1|429	chr12	103351452	103354287
ASCL2|430	chr11	2289729	2292182
ASCL3|56676	chr11	8959119	8964580
ASCL4|121549	chr12	108168162	108170420
ASF1A|25842	chr6	119215241	119230333
ASF1B|55723	chr19	14230322	14247440
ASFMR1|100126270	chr23	146990949	147003676
ASGR1|432	chr17	7076752	7082883
ASGR2|433	chr17	7004641	7018292
ASH1L|55870	chr1	155305053	155532585
ASH2L|9070	chr8	37963011	37997227
ASIP|434	chr20	32848171	32857148
ASL|435	chr7	65540776	65558321
ASMTL|8623	chr23	1522032	1572649
ASMT|438	chr23	1714348	1761973
ASNA1|439	chr19	12848306	12859138
ASNSD1|54529	chr2	190526125	190535556
ASNS|440	chr7	97481443	97501854
ASPA|443	chr17	3377404	3402699
ASPDH|554235	chr19	51014858	51017947
ASPG|374569	chr14	104552048	104579098
ASPHD1|253982	chr16	29912147	29930953
ASPHD2|57168	chr22	26825280	26840978
ASPH|444	chr8	62413116	62627199
ASPM|259266	chr1	197053258	197115824
ASPN|54829	chr9	95218489	95244788
ASPRV1|151516	chr2	70187226	70314147
ASPSCR1|79058	chr17	79935426	79975280
ASRGL1|80150	chr11	62104774	62160885
ASS1|445	chr9	133320094	133376660
ASTE1|28990	chr3	130732721	130745646
ASTL|431705	chr2	96789590	96804175
ASTN1|460	chr1	176826441	177134024
ASTN2|23245	chr9	119187507	120177317
ASXL1|171023	chr20	30946153	31027121
ASXL2|55252	chr2	25962253	26101312
ASXL3|80816	chr18	31158541	31327399
ASZ1|136991	chr7	117003276	117067577
ATAD1|84896	chr10	89512875	89577917
ATAD2B|54454	chr2	23971541	24149934
ATAD2|29028	chr8	124332093	124428590
ATAD3A|55210	chr1	1447555	1470064
ATAD3B|83858	chr1	1407164	1431581
ATAD3C|219293	chr1	1385069	1405538
ATAD5|79915	chr17	29159023	29222295
ATCAY|85300	chr19	3880618	3928078
ATE1|11101	chr10	123502626	123688217
ATF1|466	chr12	51157819	51214906
ATF2|1386	chr2	175939008	176032897
ATF3|467	chr1	212738697	212794114
ATF4|468	chr22	39916569	39918690
ATF5|22809	chr19	50431974	50437192
ATF6B|1388	chr6	32065573	32096017
ATF6|22926	chr1	161736084	161932960
ATF7IP2|80063	chr16	10479912	10577494
ATF7IP|55729	chr12	14518611	14651696
ATF7|11016	chr12	53901640	54020199
ATG10|83734	chr5	81267844	81551211
ATG12|9140	chr5	115165818	115177520
ATG16L1|55054	chr2	234160217	234204319
ATG16L2|89849	chr11	72525451	72554715
ATG2A|23130	chr11	64662005	64684722
ATG2B|55102	chr14	96747596	96829678
ATG3|64422	chr3	112251360	112280485
ATG4A|115201	chr23	107334934	107397895
ATG4B|23192	chr2	242577027	242613264
ATG4C|84938	chr1	63249803	63330049
ATG4D|84971	chr19	10654593	10664093
ATG5|9474	chr6	106632354	106773695
ATG7|10533	chr3	11314010	11599132
ATG9A|79065	chr2	220082847	220094361
ATG9B|285973	chr7	150709306	150721586
ATHL1|80162	chr11	289138	295687
ATIC|471	chr2	216176692	216214477
ATL1|51062	chr14	50999800	51099782
ATL2|64225	chr2	38522031	38604432
ATL3|25923	chr11	63396437	63439444
ATMIN|23300	chr16	81069458	81080951
ATM|472	chr11	108093559	108239826
ATN1|1822	chr12	7033626	7051484
ATOH1|474	chr4	94750078	94751142
ATOH7|220202	chr10	69990386	69991855
ATOH8|84913	chr2	85980909	86018505
ATOX1|475	chr5	151122384	151138210
ATP10A|57194	chr15	25923862	26110317
ATP10B|23120	chr5	159990127	160279219
ATP10D|57205	chr4	47487410	47595503
ATP11A|23250	chr13	113344643	113541480
ATP11B|23200	chr3	182511291	182639419
ATP11C|286410	chr23	138808506	138914447
ATP12A|479	chr13	25254695	25285917
ATP13A1|57130	chr19	19756012	19774503
ATP13A2|23400	chr1	17312453	17338423
ATP13A3|79572	chr3	194123405	194188968
ATP13A4|84239	chr3	193119867	193272696
ATP13A5|344905	chr3	192992833	193096514
ATP1A1|476	chr1	116915004	116947394
ATP1A2|477	chr1	160085520	160113372
ATP1A3|478	chr19	42470736	42498382
ATP1A4|480	chr1	160121352	160156766
ATP1B1|481	chr1	169075947	169101960
ATP1B2|482	chr17	7554254	7561089
ATP1B3|483	chr3	141595470	141645382
ATP1B4|23439	chr23	119495940	119516222
ATP2A1|487	chr16	28889809	28915830
ATP2A2|488	chr12	110719032	110788895
ATP2A3|489	chr17	3827169	3867736
ATP2B1|490	chr12	89981828	90049844
ATP2B2|491	chr3	10365708	10749716
ATP2B3|492	chr23	152801580	152848387
ATP2B4|493	chr1	203595928	203713207
ATP2C1|27032	chr3	130569445	130735553
ATP2C2|9914	chr16	84402133	84497792
ATP4A|495	chr19	36041095	36054560
ATP4B|496	chr13	114303123	114312501
ATP5A1|498	chr18	43664110	43684199
ATP5B|506	chr12	57031961	57039852
ATP5C1|509	chr10	7830093	7849755
ATP5D|513	chr19	1241749	1244823
ATP5EP2|432369	chr13	28519343	28519709
ATP5E|514	chr20	57603734	57607422
ATP5F1|515	chr1	111991462	112004523
ATP5G1|516	chr17	46970148	46973230
ATP5G2|517	chr12	54058945	54070512
ATP5G3|518	chr2	176040987	176046490
ATP5H|10476	chr17	73034955	73043074
ATP5I|521	chr4	666226	668122
ATP5J2|9551	chr7	99055785	99063808
ATP5J|522	chr21	27096792	27107965
ATP5L2|267020	chr22	43035809	43036607
ATP5L|10632	chr11	118272104	118280561
ATP5O|539	chr21	35275758	35288158
ATP5SL|55101	chr19	41937224	41945810
ATP5S|27109	chr14	50779047	50802274
ATP6AP1L|92270	chr5	81575281	81614146
ATP6AP1|537	chr23	153656978	153664862
ATP6AP2|10159	chr23	40440216	40465887
ATP6V0A1|535	chr17	40610862	40674596
ATP6V0A2|23545	chr12	124196865	124246299
ATP6V0A4|50617	chr7	138391040	138482941
ATP6V0B|533	chr1	44440602	44443971
ATP6V0C|527	chr16	2563953	2570218
ATP6V0D1|9114	chr16	67471917	67515089
ATP6V0D2|245972	chr8	87111139	87166454
ATP6V0E1|8992	chr5	172410763	172461900
ATP6V0E2|155066	chr7	149570057	149577786
ATP6V1A|523	chr3	113465908	113530901
ATP6V1B1|525	chr2	71162998	71192560
ATP6V1B2|526	chr8	20054704	20079205
