gene	met.row	expr.row	count
SRPK2	987	17250	2
STARD5	988	17358	2
RABGGTA	989	14560	2
CCND1	990	3252	16
SFRS2	991	15883	5
MFSD11	991	10865	5
TMSB10	992	18389	2
SCD	993	15577	2
RFC2	994	14857	2
APBA2	995	816	4
ST3GAL2	996	17309	2
C4orf50	997	2541	2
CCDC9	998	3210	1
PROKR1	999	14119	2
SYTL4	1000	17592	2
SSX8	1001	17303	2
UBL7	1002	19088	2
PPP1R3A	1003	13923	1
BHLHB9	1004	1505	2
ORM2	1006	12747	2
ADAP1	1007	319	2
PAQR9	1008	12933	2
POLR2H	1010	13757	2
TNFRSF1A	1011	18426	1
LASS5	1012	9425	1
CHRM2	1013	3732	2
FCGR3B	1014	6323	2
ATP5H	1015	1230	2
KCTD2	1015	8865	2
HPSE	1017	8060	2
WFDC2	1018	19578	2
MECP2	1019	10755	2
CPT1B	1020	4198	1
CHKB-CPT1B	1020	3702	2
CABP2	1021	2853	2
SRF	1022	17234	7
CYFIP2	1023	4540	4
CHRM1	1024	3731	2
ZNF395	1025	20131	2
TSPAN16	1026	18797	2
SLCO1B1	1027	16443	1
DAB2IP	1028	4625	9
CHST2	1029	3759	1
KCNA3	1030	8757	2
PI4K2A	1031	13386	2
CLEC4A	1035	3872	2
TRH	1036	18627	2
EFNB3	1037	5417	2
MT4	1038	11282	2
RDX	1039	14807	2
DNM3	1040	5118	2
CSNK1G1	1041	4327	2
DLD	1042	4988	2
TRADD	1043	18580	4
FBXL8	1043	6261	4
NAP1L5	1044	11544	2
HERC3	1044	7754	4
DOLPP1	1045	5150	2
ZNF219	1046	20018	2
C14orf176	1046	1888	2
SOX15	1047	17023	2
RPS6KA1	1048	15305	2
TNFRSF10D	1049	18416	5
CEBPG	1050	3549	2
ADAMTS8	1051	312	2
TNFAIP6	1052	18408	1
PLIN1	1053	13613	2
RNPEP	1055	15135	2
C9orf46	1056	2799	2
SH2D3A	1057	15941	2
HSPA9	1058	8148	2
ZZEF1	1059	20528	4
CYB5D2	1059	4526	4
ST3GAL5	1060	17312	2
MR1	1061	11118	1
TMEM70	1062	18332	2
TBC1D1	1064	17714	4
PTTG2	1064	14407	2
C2orf3	1065	2404	2
MYH10	1066	11409	2
RPAP2	1067	15175	2
GLMN	1067	7083	2
PIKFYVE	1068	13441	2
PHYH	1069	13382	2
VOPP1	1070	19395	2
BMP3	1071	1546	1
TYRO3	1072	19006	2
APOA2	1073	842	2
PAEP	1074	12871	2
BTF3	1075	1649	2
GLP2R	1076	7088	2
BCL6	1077	1455	2
CDH10	1078	3435	1
ROR2	1079	15158	2
NME1	1080	11946	2
NME1-NME2	1080	11945	2
STAT6	1081	17369	2
CD55	1082	3361	2
SNX2	1083	16976	2
NDUFA12	1084	11709	2
FAM164A	1085	5966	2
L3MBTL	1086	9376	4
TMEM86B	1089	18343	2
PLAU	1090	13546	2
C10orf55	1090	1715	2
MAS1L	1091	10645	1
FBXO33	1093	6279	2
MTMR1	1094	11318	2
IL13RA1	1095	8371	1
SCUBE2	1096	15637	2
AR	1098	1074	11
DCHS1	1099	4700	2
ARFGEF1	1100	914	2
MAP3K7	1101	10579	2
C16orf70	1102	1978	2
TRAIP	1103	18592	2
AMACR	1104	610	2
MESP1	1105	10817	2
MMP8	1106	11033	1
PPP1R3B	1107	13924	2
IMPG2	1108	8472	1
KIAA0040	1110	8911	2
SPSB2	1111	17203	2
MAPK8IP3	1112	10609	2
CPT2	1113	4200	2
IL20	1114	8411	2
MYO9B	1115	11467	2
EIF2AK1	1116	5457	2
KIAA1632	1117	9014	2
TGFB1	1118	17935	2
CANT1	1119	2939	2
TCP11	1120	17826	2
RASGRP3	1121	14674	1
EIF2B1	1122	5462	3
GTF2H3	1122	7526	3
KCTD13	1123	8855	2
ZCCHC12	1124	19819	2
PPP2R2B	1125	13939	2
CYTL1	1126	4614	2
TCF7	1127	17809	2
CYP46A1	1128	4587	2
C1orf116	1129	2168	2
HDAC10	1130	7697	3
SEMA4D	1131	15733	2
PICALM	1132	13397	1
CLEC4C	1133	3873	2
IL1RAP	1134	8405	2
EDAR	1135	5362	2
INTS9	1136	8533	3
HMBOX1	1136	7928	3
PEX6	1137	13262	2
C9orf142	1138	2771	2
SYCP3	1139	17539	2
SF3B2	1140	15856	2
C19orf35	1142	2096	2
ACO1	1143	183	2
FKBP10	1144	6443	3
SC65	1144	15533	2
CLCN6	1145	3825	7
MTHFR	1145	11306	7
STXBP5	1146	17457	2
CDX4	1147	3526	2
CSMD1	1148	4315	2
FOXK2	1149	6623	2
PPTC7	1150	13968	2
ZNF365	1151	20117	2
NFKB1	1152	11827	2
GDE1	1153	6937	2
SPNS3	1154	17163	2
TSN	1155	18790	2
GOLPH3L	1156	7220	1
FAM58A	1157	6108	2
USP25	1158	19260	2
C20orf141	1159	2287	2
KLK9	1160	9183	4
C20orf103	1161	2272	2
CDKN2C	1162	3506	2
CHRNG	1163	3751	2
DNAJC21	1164	5083	2
DUSP2	1165	5279	2
MRPS5	1166	11213	2
LIG3	1167	9568	2
CACNG2	1168	2878	2
HOXD4	1169	8040	5
FAM46C	1170	6084	2
IQCC	1171	8553	2
CCDC28B	1171	3134	3
C10orf4	1172	1711	5
PACRGL	1173	12859	2
AMN	1174	629	2
RPL38	1175	15239	2
TCF25	1176	17804	2
TAF2	1177	17630	2
ABCB8	1179	81	2
HIC1	1180	7800	3
INPP4A	1181	8498	2
SGCE	1182	15910	10
PEG10	1182	13229	15
DLX5	1183	5014	18
GBGT1	1184	6897	2
USP38	1185	19274	2
SLC5A2	1186	16382	2
MAGEH1	1187	10510	2
NRBF2	1188	12102	2
SESN2	1189	15829	2
SLC16A14	1190	16121	1
ZFYVE9	1191	19913	2
NRSN1	1192	12123	2
ZSCAN2	1193	20507	2
SNX1	1194	16968	2
NEDD9	1195	11762	2
SLC4A2	1196	16371	2
CDK5	1196	3487	3
C7orf30	1197	2675	2
C1orf83	1198	2257	9
TMEM59	1198	18318	9
TAS2R3	1199	17683	2
ST7L	1200	17323	3
CAPZA1	1200	2964	3
EML4	1201	5566	2
ZNF496	1202	20198	1
ZNF710	1203	20370	2
F3	1204	5820	2
TNFSF9	1205	18445	1
MT2A	1206	11280	2
SHBG	1207	15977	6
SAT2	1207	15516	2
BTG4	1208	1653	4
LGALS14	1209	9525	2
SIGLEC7	1210	16025	2
MYOG	1211	11472	2
MAGED1	1212	10503	2
LOC652276	1213	10118	2
YIPF4	1214	19714	2
FBP2	1215	6241	2
GCN1L1	1216	6924	2
SCRT2	1217	15633	2
POLR2D	1218	13753	2
YBX2	1219	19704	2
TPK1	1220	18545	2
LILRA4	1221	9573	2
TOMM22	1222	18490	1
PPFIA3	1223	13856	2
LIN7B	1223	9600	3
USP10	1224	19243	2
DPYSL2	1226	5196	2
TMPRSS3	1227	18383	2
TGIF2LX	1228	17944	1
SPATA16	1229	17082	2
WDR34	1230	19512	2
ZNF584	1231	20272	2
C20orf112	1232	2277	2
TTC1	1233	18848	2
KCNJ8	1234	8809	2
CLCN6	1235	3825	7
MTHFR	1235	11306	7
PTEN	1238	14319	7
KILLIN	1238	9084	8
GPR101	1239	7275	2
DGKD	1240	4889	1
NID2	1241	11869	2
ST3GAL4	1242	17311	2
COL1A1	1243	4042	2
SUB1	1244	17462	2
APC	1246	826	6
INVS	1247	8535	2
ERP44	1247	5715	2
TFE3	1248	17918	2
TMEM182	1250	18226	2
FAM82B	1251	6160	1
LSS	1252	10381	2
MCM3APAS	1252	10717	2
ASNS	1253	1122	2
PLEKHA1	1254	13577	2
STIM1	1255	17382	2
ATP6V0D2	1256	1248	2
SHBG	1257	15977	6
SAT2	1257	15516	2
NSUN5	1258	12144	2
USE1	1259	19234	1
STOML2	1260	17413	2
RNF185	1261	15089	3
PSMC6	1262	14269	2
BST2	1263	1628	2
PPFIBP1	1264	13858	2
R3HDML	1265	14481	2
DKC1	1266	4968	2
ITPKB	1267	8670	2
ADAMTS8	1268	312	2
POLG2	1269	13736	2
UBN1	1270	19090	3
GLYR1	1270	7120	2
DSCR9	1271	5226	1
PHLDA2	1272	13364	7
CTDSP1	1273	4393	3
C20orf141	1274	2287	2
RNF220	1275	15105	2
KIAA1244	1276	8982	4
BTN3A3	1277	1662	1
AAK1	1278	48	1
CORO1C	1279	4121	2
TCP10L	1280	17822	3
TRIP6	1281	18711	1
C10orf95	1282	1734	2
PYGO2	1283	14454	2
DOK3	1284	5144	2
SMARCA5	1285	16494	2
ATIC	1286	1178	2
LYSMD1	1287	10443	4
SCNM1	1287	15617	4
OPRK1	1288	12351	2
NKX2-5	1289	11908	2
C14orf101	1290	1856	2
ACSS3	1291	227	2
C21orf91	1292	2359	2
HCN2	1293	7689	2
MELK	1294	10805	2
CXCL10	1295	4471	1
ART3	1295	1067	3
CD83	1296	3379	2
KRT222	1297	9234	2
COL2A1	1298	4053	2
NOP56	1299	11996	2
SNORD110	1299	16705	1
TCEA2	1300	17780	2
NEUROD2	1301	11800	2
MESP1	1302	10817	2
FOXJ1	1303	6619	2
PRDM14	1304	14012	2
TSHZ1	1305	18779	3
NOP10	1306	11992	2
FST	1307	6693	2
TP53AIP1	1308	18518	2
IGF1	1309	8313	1
WHSC1	1310	19591	2
PDLIM4	1311	13190	2
CDKN1A	1312	3498	6
HIST1H2BA	1313	7840	2
HIST1H2AA	1313	7829	2
IL12A	1314	8367	2
C12orf49	1315	1811	4
RNFT2	1315	15127	4
SURF1	1317	17506	3
SURF2	1317	17507	3
FAM122C	1318	5899	3
ALDOA	1319	553	1
SPATA4	1320	17094	2
WNT3A	1321	19617	1
OSTCL	1322	12776	2
SKA1	1323	16066	1
C14orf139	1324	1871	2
LDHA	1325	9484	2
PPP1R1A	1327	13916	2
LAT2	1328	9427	2
ZNF295	1329	20075	2
SEC63	1330	15704	2
SPHAR	1331	17132	2
RAB4A	1331	14538	4
SFT2D1	1333	15891	2
LETMD1	1335	9520	1
SCRG1	1336	15627	2
HINT2	1338	7813	2
G3BP2	1339	6758	2
PTHLH	1340	14342	1
CDC42BPB	1341	3411	2
NCAPD3	1342	11597	4
VPS26B	1342	19409	4
GJB5	1343	7045	2
LYPLA1	1344	10434	2
MGC14436	1345	10889	2
C12orf34	1345	1799	2
DSG1	1346	5229	2
SOX2OT	1347	17028	1
SOX2	1347	17029	1
FAM71A	1348	6129	2
ZNF688	1349	20349	9
RSPH9	1350	15370	2
DGKE	1351	4890	2
RGS11	1352	14909	4
DHRS3	1353	4913	2
RCC2	1354	14783	2
CSNK1E	1355	4326	2
AUP1	1356	1298	4
DQX1	1356	5201	2
RGS14	1357	14912	2
PLIN1	1358	13613	2
DCXR	1359	4731	2
CIITA	1360	3784	2
KCNK4	1361	8821	2
STUB1	1362	17435	2
IRAK1	1363	8573	2
C7orf16	1364	2667	2
HOXA9	1365	8014	5
HADHA	1366	7616	2
HADHB	1366	7617	2
GNASAS	1367	7148	12
GNAS	1367	7149	29
IL12RB2	1368	8370	2
ATOH1	1369	1185	2
BCL7A	1370	1456	2
AQP10	1371	882	3
TAF5	1372	17635	2
TSG101	1373	18771	2
IL2RG	1374	8430	2
DLG5	1375	4998	2
FLAD1	1377	6465	2
WBSCR17	1378	19487	1
LY9	1379	10420	2
UBQLN3	1380	19096	1
ZNF184	1383	19995	2
ANP32E	1384	761	4
C12orf62	1385	1824	2
MRPL12	1386	11142	8
TMEM86A	1387	18342	1
HCFC1R1	1388	7674	4
THOC6	1388	17987	4
TPSD1	1389	18567	2
MXRA5	1390	11380	1
ANAPC5	1391	652	2
NTF4	1393	12160	1
HOXA9	1394	8014	5
VPS45	1396	19422	2
ADRB3	1397	383	2
TERC	1398	17877	1
LIPH	1399	9613	1
ZNF207	1400	20009	5
FAM83H	1401	6168	2
C19orf30	1402	2093	8
PHF2	1403	13349	2
EYA4	1404	5804	8
SGK196	1405	15915	2
GATAD2B	1406	6883	1
CENPK	1407	3584	2
PPWD1	1407	13969	2
ZW10	1408	20519	2
DKK2	1409	4982	2
HOXB5	1410	8020	2
CLVS1	1411	3934	2
TNFRSF10C	1412	18415	6
SPATA8	1413	17099	2
CCDC117	1414	3080	2
PIGA	1415	13401	1
PDE4A	1416	13146	1
TRAFD1	1417	18591	2
CRISPLD1	1418	4249	2
NVL	1419	12245	2
HIGD2B	1420	7809	2
BBS4	1420	1416	2
IFRD2	1421	8296	2
INSL3	1422	8512	2
SH3BGRL3	1423	15949	2
ARHGAP24	1425	937	2
GLUL	1426	7113	4
RHOB	1427	14951	2
PTTG1IP	1428	14405	2
ITPK1	1429	8668	2
FBXO44	1430	6289	3
FBXO2	1430	6275	3
ZCCHC10	1432	19817	1
CDX2	1435	3525	2
DLX3	1436	5012	2
NEGR1	1437	11766	2
FAM20B	1438	6042	2
TMC4	1439	18108	2
RSAD1	1440	15357	2
GPHN	1441	7264	2
DCAF8	1442	4691	2
LOX	1443	10210	7
MYH7	1444	11421	2
NANS	1445	11539	2
SRRM3	1446	17259	2
NDUFB8	1447	11735	2
PDE10A	1448	13137	2
ATN1	1450	1184	2
TMEM97	1451	18358	2
ENC1	1452	5583	2
PEX13	1453	13252	4
PUS10	1453	14417	4
CSNK1E	1454	4326	2
XCR1	1455	19656	2
RALY	1456	14616	2
YAP1	1457	19700	2
UNG	1458	19198	2
USP8	1459	19295	2
GAPDHS	1460	6857	3
CLCN7	1461	3826	1
FAM107A	1462	5866	2
CER1	1463	3615	2
SPOP	1464	17173	2
TSNAX-DISC1	1466	18787	4
TSNAX	1466	18789	2
ZNF213	1468	20014	2
STON1-GTF2A1L	1470	17416	3
SLC17A5	1471	16135	2
GALP	1472	6846	2
ANGEL1	1473	654	1
FBXL8	1475	6261	4
TRADD	1475	18580	4
PADI3	1476	12868	2
SELP	1477	15719	2
TMEM63A	1480	18323	2
HS3ST1	1481	8083	2
CCDC12	1482	3091	2
ZNF512	1483	20210	5
ERCC6	1484	5690	4
LOC100128640	1485	9675	1
ACVR2B	1485	261	1
ITSN1	1486	8678	2
DAP3	1487	4642	2
YY1AP1	1487	19741	2
SERP1	1488	15787	1
EIF2A	1488	5461	1
BRSK2	1489	1617	2
LIF	1490	9566	2
OR5P3	1491	12654	1
SCAND1	1492	15541	2
DKK2	1493	4982	2
C1orf115	1494	2167	2
CLEC10A	1495	3854	2
ELF5	1496	5522	2
CCT8L2	1497	3297	2
MGAM	1498	10877	2
SLC29A3	1499	16252	2
C20orf54	1500	2318	2
MLEC	1501	10976	2
C9orf43	1502	2796	4
POLE3	1502	13733	4
ORMDL3	1503	12750	2
TP53INP2	1504	18525	2
NCALD	1505	11592	2
MLLT6	1506	10992	2
SNORA52	1507	16656	1
RPLP2	1507	15256	2
VASH2	1508	19333	2
PEG10	1509	13229	15
SLC12A4	1510	16100	4
LCAT	1510	9441	2
FAM86C	1511	6174	1
RNU5E	1512	15139	6
ZCCHC9	1512	19833	2
EFCAB5	1513	5398	3
SSH2	1513	17277	2
TMEM135	1514	18175	1
GRWD1	1515	7471	2
IFFO1	1516	8250	2
ACOXL	1517	198	2
KCNIP1	1519	8792	4
KCNMB1	1519	8827	2
ZFAND2A	1520	19866	2
ANKDD1A	1521	671	2
SLC24A5	1522	16185	2
SACS	1523	15468	2
AKD1	1524	505	3
FIG4	1524	6429	3
LIM2	1525	9582	2
HARS2	1526	7635	2
HARS	1526	7636	2
CDC5L	1527	3422	2
VARS	1528	19331	2
PHLDA2	1529	13364	7
IL1F5	1530	8396	2
GORAB	1531	7226	2
ZNF542	1532	20231	2
SSRP1	1533	17286	2
PCDHB3	1534	13045	2
VMAC	1535	19386	2
NDUFA11	1535	11708	2
SAPS2	1536	15501	2
MYO1A	1537	11450	2
ANAPC11	1538	646	2
THOC4	1538	17985	2
WFDC3	1540	19579	4
DNTTIP1	1540	5125	4
JAKMIP1	1542	8692	2
HSPA2	1543	8141	5
CDC37	1546	3408	2
VPS45	1547	19422	2
LCK	1548	9460	2
P2RX1	1549	12821	2
KCNQ1DN	1552	8835	6
PPDPF	1553	13851	2
SSBP4	1554	17272	2
BSG	1555	1622	1
CLEC4M	1556	3879	2
IFI30	1557	8256	2
ACADS	1558	152	2
NDUFA8	1559	11719	3
MORN5	1559	11077	3
EEF1A1	1560	5381	2
CCDC51	1561	3153	2
CCDC72	1561	3176	2
GZF1	1562	7586	2
C7orf41	1563	2681	2
NSUN2	1564	12139	1
SRD5A1	1564	17228	1
C17orf93	1565	2055	2
PRAC	1565	13977	2
CPNE6	1566	4181	2
ASF1B	1567	1110	2
AP4S1	1568	813	4
STRN3	1568	17429	4
ITK	1569	8661	2
GATA4	1570	6878	15
H2AFY	1572	7602	2
AKAP12	1573	492	2
C19orf59	1574	2117	2
SLC22A17	1575	16162	2
SLC24A3	1577	16183	2
C10orf99	1578	1736	2
C10orf27	1579	1702	2
HAAO	1580	7611	2
TREML1	1581	18617	2
GNAS	1582	7149	29
CAPN2	1583	2950	2
ETNK2	1584	5746	1
RGS14	1585	14912	2
COX5B	1586	4139	2
SERPINB7	1587	15810	2
ARID3B	1588	983	2
PNRC1	1589	13709	1
FAM50B	1590	6096	2
RPH3A	1592	15185	2
CLIC1	1593	3886	1
MEX3B	1594	10847	2
NCF2	1595	11610	2
PHTF1	1596	13377	2
LAMB3	1597	9395	2
HAND2	1598	7624	2
RHPN2	1599	14967	2
RBM18	1600	14718	4
MRRF	1600	11217	4
MUC17	1601	11350	2
FSIP1	1602	6688	2
SUMO1	1603	17490	2
DCAF4L2	1604	4684	2
CTDP1	1605	4392	2
ADAMTS2	1607	306	2
FGG	1608	6411	1
COL1A1	1609	4042	2
SMPDL3A	1610	16535	6
YIF1B	1611	19710	4
HNRNPA3	1612	7974	2
TRAIP	1613	18592	2
HBG1	1614	7660	1
HBEGF	1615	7659	2
CALM2	1617	2907	2
GAB1	1618	6764	2
GCSH	1619	6931	2
WDR36	1620	19514	1
SLC2A13	1622	16257	2
AHCTF1	1623	453	2
LOC284837	1624	9908	2
SNORD24	1625	16831	3
SNORD36B	1625	16847	2
MED22	1625	10772	3
RPL7A	1625	15248	3
SNORD36A	1625	16846	2
PANX2	1626	12912	2
TRPA1	1629	18730	2
ZBED5	1630	19756	2
FCRL4	1631	6335	2
C10orf25	1632	1700	2
ZNF22	1632	20027	2
ACYP2	1633	266	1
MALL	1634	10524	2
CMTM8	1635	3953	2
CRY2	1636	4273	2
C11orf54	1637	1760	4
TAF1D	1637	17627	4
TRIM14	1638	18636	2
CD209	1639	3320	2
PRNP	1640	14107	2
AK2	1641	485	2
SLC5A6	1642	16386	3
C2orf28	1642	2400	4
GTSF1L	1643	7550	2
CTSZ	1644	4434	7
GRP	1645	7467	2
GMPPB	1646	7133	2
TRIM4	1647	18672	2
HAX1	1648	7652	2
CDC42EP2	1650	3414	2
SSX8	1651	17303	2
CLTCL1	1652	3929	2
GMPS	1653	7136	1
COL11A2	1654	4033	2
CCL8	1655	3243	2
CD5L	1656	3364	2
DOCK5	1657	5136	2
CDK6	1658	3488	2
ASPRV1	1660	1131	2
APPL2	1661	878	2
KCNK3	1662	8820	2
C11orf16	1663	1738	2
ZNF551	1664	20239	2
TMEM79	1665	18336	3
SMG5	1665	16521	3
CCDC82	1666	3188	2
JRKL	1666	8715	4
CDC20	1667	3399	2
MRPL30	1668	11159	3
MITD1	1668	10958	3
VAMP4	1669	19322	2
BAI2	1670	1375	2
AADAT	1671	46	2
PHLDB3	1672	13368	2
BCKDHA	1673	1437	2
EXOSC5	1673	5790	2
SLC5A5	1674	16385	2
ZNF438	1675	20160	1
PEG3	1676	13231	13
ZIM2	1676	19928	17
KATNB1	1677	8738	2
FUT2	1678	6720	2
NT5C1A	1679	12147	2
ZNF35	1680	20115	2
NPFF	1681	12036	2
RNF145	1682	15067	1
KLHL22	1683	9146	2
ABLIM1	1684	131	2
YY2	1686	19743	2
MBTPS2	1686	10690	4
PACS1	1687	12861	2
C3orf15	1688	2455	2
DVL3	1689	5293	2
CTSZ	1690	4434	7
PLD5	1691	13572	2
NDNL2	1692	11695	2
FAM189A1	1692	6013	2
FLT3LG	1693	6545	2
TRAPPC1	1694	18601	3
CNTROB	1694	4016	3
CSNK1A1L	1696	4322	1
KCNK16	1698	8815	3
PGBD5	1699	13297	2
C20orf71	1700	2321	1
AFM	1702	405	1
TCEA1	1703	17779	2
ZBTB26	1704	19768	2
MAGEL2	1705	10511	4
SLC36A3	1706	16312	2
CALR	1707	2915	2
IPO5	1708	8544	2
TCAP	1710	17778	2
CMTM2	1711	3947	2
NOP16	1712	11994	2
FAM131A	1713	5917	2
SLC4A2	1714	16371	2
LUC7L	1715	10400	2
CBARA1	1716	3023	2
PUF60	1717	14411	2
AP3B1	1718	803	2
SRPK1	1719	17249	2
TUBA4B	1720	18937	2
TUBA4A	1720	18936	2
WT1	1721	19637	20
FAM20A	1722	6041	2
IL10RA	1723	8362	2
KCTD8	1724	8871	2
MYO1H	1725	11457	2
RBM47	1726	14739	2
CCDC34	1727	3137	2
SV2A	1728	17521	1
NFKBIE	1729	11832	2
MYL7	1730	11434	2
HDAC11	1731	7698	6
IFNA13	1732	8274	1
PZP	1734	14460	1
NCRNA00171	1736	11668	2
ZNRD1	1736	20480	2
KCNK9	1737	8825	2
SOCS1	1738	16991	8
VSTM1	1739	19440	2
KDM1A	1740	8878	2
DACH2	1741	4628	2
SMTNL2	1742	16542	1
LILRB1	1743	9576	1
C18orf20	1744	2066	2
GRIN2A	1745	7438	2
MRFAP1	1746	11127	2
HN1L	1747	7962	2
NMNAT3	1748	11957	2
GALNT12	1749	6829	2
LALBA	1750	9386	2
LOC283314	1751	9879	2
C1RL	1751	2151	2
SPATA17	1752	17083	3
GPATCH2	1752	7244	3
EME2	1753	5556	3
MRPS34	1753	11210	3
FGF6	1754	6396	2
IL17RA	1755	8382	2
TBX19	1756	17764	2
LIPC	1757	9609	2
HSPA5	1758	8144	1
KCNQ1	1759	8837	23
PPIC	1761	13868	2
FRG1	1762	6656	1
RB1	1763	14697	19
SLC35E2	1764	16301	2
CHRNE	1765	3750	1
VPS54	1766	19427	2
GCA	1768	6908	2
SCAMP3	1769	15538	2
CDKN1B	1770	3499	2
PLCXD2	1771	13565	2
SFRS7	1772	15888	2
C6orf182	1773	2625	4
IGFALS	1774	8320	2
DCTN1	1775	4718	2
COL5A1	1776	4062	2
ILF3	1778	8455	2
LOC147727	1778	9809	2
CDK6	1779	3488	2
C10orf93	1780	1733	2
C7orf46	1781	2686	2
RAB38	1782	14520	2
DKK4	1783	4984	2
TNFRSF11A	1784	18417	2
ATAD1	1785	1143	2
CFLP1	1785	3644	2
TBC1D5	1786	17734	2
FBXL22	1787	6254	2
JARID2	1788	8697	1
IL6	1789	8446	2
SERPINC1	1790	15813	2
SCGB1D1	1791	15586	2
LSM10	1792	10366	2
IGFBP6	1793	8326	3
ARHGAP30	1794	943	1
BASE	1795	1393	2
PHF21B	1796	13347	2
COIL	1797	4030	2
FANCB	1798	6197	3
MOSPD2	1798	11081	3
CLIP4	1799	3896	2
DSCC1	1800	5220	2
EPAS1	1801	5621	2
YME1L1	1803	19721	2
MASTL	1803	10653	4
ZBTB7B	1804	19791	1
CCDC23	1805	3129	4
ERMAP	1805	5706	4
RFT1	1806	14872	2
DNAJB4	1807	5066	2
ZDHHC21	1808	19849	2
CNIH4	1809	3969	2
MSX1	1810	11266	18
LOC100130987	1811	9708	2
RAD9A	1811	14590	2
HNRNPR	1812	7986	2
SLC28A2	1813	16248	2
KREMEN1	1814	9218	2
FAM105A	1815	5862	2
CNDP2	1816	3959	2
EMP3	1817	5571	2
CCDC45	1819	3148	2
DDX5	1819	4791	2
CPA4	1820	4157	3
LIFR	1821	9565	1
RPL3L	1822	15242	2
BMP2	1823	1545	1
RPSA	1824	15322	2
STAC	1825	17339	2
ATM	1826	1183	5
NPAT	1826	12024	4
UFC1	1827	19134	1
MUTED	1828	11368	3
HERC3	1829	7754	4
SMAD1	1830	16479	2
BCL2	1831	1452	13
CASKIN2	1832	2991	4
TSEN54	1832	18769	2
YTHDC1	1833	19730	1
TSHZ1	1834	18779	3
EYA4	1835	5804	8
CACNB2	1836	2874	2
PRR7	1837	14175	2
PTK2	1838	14345	2
SYT9	1839	17588	2
NUBP1	1840	12178	1
SLC35B3	1841	16293	2
PSMD6	1842	14280	2
ITPKA	1843	8669	2
HNRNPK	1844	7983	4
RMI1	1844	15012	4
EIF3B	1845	5475	2
CCDC135	1846	3095	2
MINPP1	1847	10949	2
LOC283392	1848	9881	2
TRHDE	1848	18625	2
GNAS	1849	7149	29
ENPP1	1850	5599	2
EPC1	1852	5631	2
LAG3	1853	9382	2
MICALL2	1854	10933	2
LOX	1855	10210	7
GIMAP7	1856	7019	1
WNT2	1857	19616	2
TARBP2	1858	17662	2
MAP3K12	1858	10569	2
KRT8	1859	9276	2
PCDH20	1860	13014	2
TRAPPC1	1861	18601	3
CNTROB	1861	4016	3
FUT9	1863	6727	1
GCH1	1864	6916	2
DCC	1865	4695	11
BTN3A1	1866	1660	1
C5	1867	2584	2
STAM2	1868	17347	2
CENPN	1869	3587	4
C16orf61	1869	1974	4
ZC3H7B	1870	19811	2
C10orf58	1871	1717	2
CLCN4	1872	3823	2
PKP2	1873	13507	2
MRPS18B	1874	11196	2
PPP1R10	1874	13901	2
DAGLB	1875	4636	2
KRT71	1876	9259	2
IL15	1877	8375	2
ZNF384	1878	20124	2
C19orf41	1879	2101	2
EML3	1880	5565	4
ROM1	1880	15152	4
RASSF5	1881	14687	9
SPOCK2	1882	17168	2
TMEM20	1883	18261	2
CTCF	1884	4391	2
EHD1	1885	5439	2
LCE5A	1886	9458	2
STRAP	1887	17426	2
HEY2	1888	7775	2
LRRN4	1889	10354	2
LOC389458	1890	9991	2
LCN2	1891	9468	2
FGL1	1892	6412	1
BEND2	1893	1481	2
FAM108B1	1894	5869	2
C9orf85	1894	2820	2
HSCB	1895	8095	4
CHEK2	1895	3689	4
ZDHHC7	1896	19858	1
CD44	1897	3354	7
XRCC1	1898	19686	2
CDH13	1899	3438	9
SERTAD3	1900	15826	2
MACROD1	1901	10464	4
SOCS2	1902	16992	13
HIPK1	1903	7817	2
STK19	1904	17391	5
DOM3Z	1904	5151	4
CDKL5	1905	3497	2
ZNF621	1906	20301	1
ZNF41	1907	20147	1
PUM2	1908	14413	2
ABTB2	1909	140	2
MEST	1910	10820	9
AGBL2	1911	420	2
HLA-DQB1	1912	7911	1
TTLL1	1913	18888	2
PGCP	1914	13298	2
CRBN	1915	4218	2
ANXA1	1916	770	1
SCTR	1918	15634	2
FLT1	1919	6544	2
SFT2D3	1920	15893	2
CNN1	1921	3974	2
CCDC7	1922	3185	2
NCAPH	1923	11601	2
RNF8	1925	15125	2
LSP1	1926	10379	2
ZNF645	1927	20317	2
JUN	1928	8722	2
BRD2	1929	1593	2
GFI1B	1930	6969	2
BCAP31	1931	1424	5
ABCD1	1931	97	5
PLUNC	1932	13640	2
CSMD3	1933	4317	2
ATP2A3	1935	1211	2
SPIC	1936	17138	1
UBE2T	1937	19071	2
RLF	1938	15006	2
LAMB2	1939	9394	2
ZNF638	1940	20311	1
RFX4	1941	14880	2
CDK5R2	1942	3483	2
B4GALT5	1943	1353	1
H2AFX	1944	7600	2
PFN1	1945	13279	2
ZFP36L1	1946	19884	2
CD63	1947	3366	2
NMNAT1	1948	11955	2
LZIC	1948	10454	3
ZNF649	1949	20320	2
TK2	1950	18054	1
AMMECR1L	1951	626	2
CD164	1952	3307	2
FBXL16	1953	6248	2
GLIS2	1954	7081	2
ETF1	1955	5740	2
CYP1B1	1956	4554	2
SLC17A2	1957	16132	2
KLHL28	1958	9151	4
FAM179B	1958	5996	4
UBE3C	1959	19079	2
RGSL1	1960	14931	3
MTMR15	1961	11317	2
ETV6	1962	5755	2
GABRB2	1963	6784	2
